test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
Admin tries to add user with email used for other one | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | And make sure it is part of the newly added department,2659.243797325324,648.0,3,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | As user A ensure team view shows deducted values for all three users,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Create second user B,646.4093130517226,452.0,1,82,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Create second user C,646.4093130517226,452.0,1,82,passed,1032
"Check that values for new columns are shown only for employess currently login user can supervise | Ensure company has ""Share absences between all employees"" flag OFF",0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Login as user B,1518.063680283221,0.0,2,28,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Login as user B and ensure she sees deducted days only for user B (self) and user C but not for user A,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Login as user C,1518.063680283221,0.0,2,28,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Login as user C and ensure she sees only values for her account,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Logout from user A (admin),1043.7671912525857,0.0,2,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Logout from user B,1043.7671912525857,0.0,2,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Obtain information about user A,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Obtain information about user B,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Obtain information about user C,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Open department management page,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Open page for editing company details,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Open user editing page for user B,0.0,0.0,0,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Register new company as admin user A,2495.2942593076914,108.0,4,93,passed,1032
Check the client side logic to facilitate filling new absence form | Ensure by default FROM and TO fields are populated with current date,0.0,0.0,0,0,passed,1032
Check the client side logic to facilitate filling new absence form | Open Book new leave pop up window,603.7549171642414,0.0,1,0,passed,1032
Check the client side logic to facilitate filling new absence form | Open calendar page,0.0,0.0,0,0,passed,1032
Check the client side logic to facilitate filling new absence form | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Check the client side logic to facilitate filling new absence form | Update FROM to be in future and make sure TO is automatically addusted to the same date,0.0,0.0,0,10,passed,1032
Check the client side logic to facilitate filling new absence form | Update FROM to be in past and make sure TO is stays unchanged,0.0,0.0,0,10,passed,1032
Check validation for leave request | No parameters provided,0.0,0.0,0,0,passed,1032
Check validation for leave request | Reason is optional,0.0,0.0,0,0,passed,1032
Check validation for leave request | Successfull scenario,0.0,0.0,0,0,passed,1032
Check validation for leave request | User index is invalid,0.0,0.0,0,0,passed,1032
Check validation for leave request | from_date has invalid value,0.0,0.0,0,0,passed,1032
Check validation for leave request | from_date_part has invalid value,0.0,0.0,0,0,passed,1032
Check validation for leave request | inter_year leave request,0.0,0.0,0,0,passed,1032
Check validation for leave request | start dates is greater than end one,0.0,0.0,0,0,passed,1032
Coloring of half days | Add absence: 2018-02-01 (afternoon) - 2018-02-02 (morning) Sick,4126.488162549729,0.0,8,20,passed,1032
Coloring of half days | Add absence: 2018-02-02 (afternoon) - 2018-02-02 (afternnon) : Holiday,4126.488162549729,0.0,8,20,passed,1032
Coloring of half days | Add absence: 2018-02-08 (morning) - 2018-02-08 (morning) : Holiday (0.5 days),4126.488162549729,0.0,8,20,passed,1032
Coloring of half days | Add absence: 2018-02-13 (afternoon) - 2018-02-14 (morning) : Sick,4126.488162549729,0.0,8,20,passed,1032
Coloring of half days | Add absence: 2018-02-14 (afternoon) - 2018-02-15 (morning) : Holiday,4126.488162549729,0.0,8,20,passed,1032
"Coloring of half days | Changes default color for Sick days to be ""color 3""",887.6879353705517,761.0,3,0,passed,1032
Coloring of half days | Ensure that all absences are approved,1058.3423924860108,0.0,5,0,passed,1032
Coloring of half days | Ensure user starts at the very beginning of current year,1091.3739047640822,648.0,1,10,passed,1032
Coloring of half days | Go Calendar page,0.0,0.0,0,0,passed,1032
Coloring of half days | Go to Team view page and ensure that all half a day cells have correct color classes,0.0,0.0,0,0,passed,1032
Coloring of half days | Go to callendar page and ensure that all half days cells have correct color classes,0.0,0.0,0,0,passed,1032
Coloring of half days | Go to report page and for 2018-02 ensure that report contains correct summaries,0.0,0.0,0,0,passed,1032
Coloring of half days | Obtain information user,0.0,0.0,0,0,passed,1032
Coloring of half days | On Team view page ensure that days deducted from allowance are stated correctly,0.0,0.0,0,0,passed,1032
Coloring of half days | Open requests page,0.0,0.0,0,0,passed,1032
Coloring of half days | Performing registration process,2495.2942593076914,108.0,4,93,passed,1032
Cross linking on Teamview page | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Cross linking on Teamview page | Create new user B,646.4093130517226,452.0,1,82,passed,1032
Cross linking on Teamview page | Login as user B,1518.063680283221,0.0,2,28,passed,1032
Cross linking on Teamview page | Logout from A account,1043.7671912525857,0.0,2,0,passed,1032
Cross linking on Teamview page | Make sure that both users are shown on Team view page,0.0,0.0,0,0,passed,1032
Cross linking on Teamview page | Make sure that only user A and B are presented,0.0,0.0,0,0,passed,1032
Deactivate and activate user | ... use empty end_date,1091.3739047640822,830.0,1,0,passed,1032
Deactivate and activate user | ... use end_date in future,1091.3739047640822,688.0,1,10,passed,1032
Deactivate and activate user | Although setting end_date to some value in past still works,1091.3739047640822,830.0,1,10,passed,1032
Deactivate and activate user | Check that the deactivated badge is displayed,0.0,0.0,0,0,passed,1032
Deactivate and activate user | Check that the deactivated badge is not displayed,0.0,0.0,0,0,passed,1032
Deactivate and activate user | Create EMPLOYEE,646.4093130517226,452.0,1,82,passed,1032
Deactivate and activate user | Create another company for EMPLOYEE email,2495.2942593076914,108.0,4,93,passed,1032
Deactivate and activate user | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Deactivate and activate user | Login back as ADMIN,1518.063680283221,0.0,2,28,passed,1032
Deactivate and activate user | Logout from ADMIN,1043.7671912525857,0.0,2,0,passed,1032
Deactivate and activate user | Logout from new company created by EMPLOYEE,1043.7671912525857,0.0,2,0,passed,1032
Deactivate and activate user | Mark EMPLOYEE as inactive by specifying end date to be in past,1091.3739047640822,648.0,1,10,passed,1032
Deactivate and activate user | Obtain information about employee,0.0,0.0,0,0,passed,1032
Deactivate and activate user | Try to activate EMPLOYEE back. Open details page,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Check that employee is striked in the list,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Create EMPLOYEE,646.4093130517226,452.0,1,82,passed,1032
Dealing with inactive users | Create MANAGER,646.4093130517226,452.0,1,82,passed,1032
Dealing with inactive users | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Dealing with inactive users | Login as an EMPLOYEE to make sure it is possible,1518.063680283221,0.0,2,28,passed,1032
Dealing with inactive users | Login back as ADMIN,1518.063680283221,0.0,2,28,passed,1032
Dealing with inactive users | Logout from EMPLOYEE account,1043.7671912525857,0.0,2,0,passed,1032
Dealing with inactive users | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Dealing with inactive users | Make sure EMPLOYEE is not on Team view page anymore,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Make sure EMPLOYEE shows up on the Team view page,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Make sure that EMPLOYEE still is shown on users page decpite being inactive,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Mark EMPLOYEE as one inactive one by specifying end date to be in past,1091.3739047640822,648.0,1,10,passed,1032
Dealing with inactive users | Open department management page,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Open department settings page,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Open departments management page,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Open employee details page,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Open users list page,0.0,0.0,0,0,passed,1032
Dealing with inactive users | See if EMPLOYEE is among possible approvers,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Try to add new department and make sure that EMPLOYEE is not among potentual approvers,0.0,0.0,0,0,passed,1032
Dealing with inactive users | Try to login as EMPLOYEE and make sure system rejects,1518.063680283221,0.0,2,28,passed,1032
Dealing with inactive users | Update department to be supervised by MANAGER,4043.711484014111,289.0,6,5,passed,1032
Dealing with inactive users | obtain detailed info about employee (ID etc),0.0,0.0,0,0,passed,1032
Edit company details | Check that company is been updated if valid values are submitted,1613.4556627873428,281.0,3,16,passed,1032
Edit company details | Open page for editing company details,0.0,0.0,0,0,passed,1032
Edit company details | Performing registration process,2495.2942593076914,108.0,4,93,passed,1032
Edit individual department via department details page | ... and move her to newly added department,2659.243797325324,648.0,3,0,passed,1032
Edit individual department via department details page | ... save edit page URL,0.0,0.0,0,0,passed,1032
"Edit individual department via department details page | Add new ""AAA"" department",2676.0449621945195,0.0,4,3,passed,1032
Edit individual department via department details page | Create second user B,646.4093130517226,452.0,1,82,passed,1032
Edit individual department via department details page | Edit department,4184.810918530251,289.0,6,14,passed,1032
Edit individual department via department details page | Ensure that chnages were applied,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Ensure that system prevents deleting department,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Ensure that user stays on the same page after updating department details,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Ensure that we have landed on correct page,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Fetch newly added department ID,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Go to departments list by clicking on corresponding link,449.94221851255526,0.0,1,0,passed,1032
Edit individual department via department details page | Go to the very first department details page,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Obtain information about user A,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Obtain information about user B,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Open page with department list and click first department in the list,302.61031046545656,0.0,1,0,passed,1032
Edit individual department via department details page | Open user A details page,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Open user B details page,0.0,0.0,0,0,passed,1032
Edit individual department via department details page | Register new account,2495.2942593076914,108.0,4,93,passed,1032
Edit individual department via department details page | Remove the department by pressing Delete button,940.1324374788906,0.0,1,0,passed,1032
Edit individual department via department details page | Try to remove the department by pressing Delete button on current page,940.1324374788906,0.0,1,0,passed,1032
Edit user to have duplicated email | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Edit user to have duplicated email | Create second user,646.4093130517226,452.0,1,82,passed,1032
Edit user to have duplicated email | Make sure that both users are shown and click on latest user (assuming users are sorted alphabetichally and test user names are derived from epoch),547.6906060907015,0.0,1,0,passed,1032
Edit user to have duplicated email | Open 'users' page,0.0,0.0,0,0,passed,1032
Edit user to have duplicated email | Try to assign to second user the same email as ADMIN has,1091.3739047640822,648.0,1,22,passed,1032
Edit user to have duplicated email | Update email user with unique email address,1091.3739047640822,790.0,1,28,passed,1032
Emails are case insensitive | Login with lower case email,1518.063680283221,0.0,2,38,passed,1032
Emails are case insensitive | Logount from current session,1043.7671912525857,0.0,2,0,passed,1032
Emails are case insensitive | Logout,1043.7671912525857,0.0,2,0,passed,1032
Emails are case insensitive | Register an account useing upper case letters,2495.2942593076914,108.0,4,103,passed,1032
Emails are case insensitive | Try to login with upper case email,1518.063680283221,0.0,2,38,passed,1032
Employee start date is in previouse year and end date is in next year | ajustment is made based on end date,0.0,0.0,0,0,passed,1032
Employee start date is in prevouse year but end date is in current year | ajustment is made based on end date,0.0,0.0,0,0,passed,1032
Employee start day is in previouse year and no end date | no automatic adjustment,0.0,0.0,0,0,passed,1032
"Employee started last year, today is is beginning of Feb | Check accrued_adjustment",0.0,0.0,0,0,passed,1032
"Employee started last year, today is is beginning of Feb | Ensure year total alloance is correct",0.0,0.0,0,0,passed,1032
Enable/disable Integration APIs | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Enable/disable Integration APIs | Disable the API integration for current company,723.5411184585806,50.0,2,0,passed,1032
Enable/disable Integration APIs | Enable the API and repeate the invokation above: ensure that now it is successful,723.5411184585806,50.0,2,0,passed,1032
Enable/disable Integration APIs | Ensure that API end points do not work anymore,0.0,0.0,0,0,passed,1032
Enable/disable Integration APIs | Ensure that newly renenerated API key works fine,0.0,0.0,0,0,passed,1032
Enable/disable Integration APIs | Ensure that old API key is not valid anymore,0.0,0.0,0,0,passed,1032
Enable/disable Integration APIs | Navigate to API page and ensure the API is disable,0.0,0.0,0,0,passed,1032
Enable/disable Integration APIs | Read the key and try to invoke the API with that key: ensure the end point is blocked,0.0,0.0,0,0,passed,1032
Enable/disable Integration APIs | Regenerate the API key,699.6177527764715,0.0,1,0,passed,1032
Ensure employee calendar from admin section shows bookings | Create second user B,646.4093130517226,452.0,1,82,passed,1032
Ensure employee calendar from admin section shows bookings | Login as admin user A,1518.063680283221,0.0,2,28,passed,1032
Ensure employee calendar from admin section shows bookings | Login as user B,1518.063680283221,0.0,2,28,passed,1032
Ensure employee calendar from admin section shows bookings | Logout from user A (admin),1043.7671912525857,0.0,2,0,passed,1032
Ensure employee calendar from admin section shows bookings | Logout from user B,1043.7671912525857,0.0,2,0,passed,1032
Ensure employee calendar from admin section shows bookings | Obtain information about user B,0.0,0.0,0,0,passed,1032
Ensure employee calendar from admin section shows bookings | Open Book leave popup window,503.1073444107132,0.0,1,0,passed,1032
Ensure employee calendar from admin section shows bookings | Open user B calendar section and ensure the newly added booking is there,0.0,0.0,0,0,failed,1032
Ensure employee calendar from admin section shows bookings | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Ensure employee calendar from admin section shows bookings | Submit new leave request from user B,825.3629504648243,0.0,1,20,passed,1032
Ensure that leaves with not full days are rendered properly | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Ensure that leaves with not full days are rendered properly | Create new non-admin user,646.4093130517226,452.0,1,82,passed,1032
Ensure that leaves with not full days are rendered properly | Ensure that both new leave requests are listed and both are marked as partial,0.0,0.0,0,0,passed,1032
Ensure that leaves with not full days are rendered properly | Ensure that both new leave requests are listed for approval and both are marked as partial,0.0,0.0,0,0,passed,1032
Ensure that leaves with not full days are rendered properly | Ensure tooltips include leave type name,0.0,0.0,0,0,passed,1032
Ensure that leaves with not full days are rendered properly | Go to my requests page,0.0,0.0,0,0,passed,1032
Ensure that leaves with not full days are rendered properly | Login as admin user,1518.063680283221,0.0,2,28,passed,1032
Ensure that leaves with not full days are rendered properly | Login as non-admin user,1518.063680283221,0.0,2,28,passed,1032
Ensure that leaves with not full days are rendered properly | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,1032
Ensure that leaves with not full days are rendered properly | Logout from non-admin account,1043.7671912525857,0.0,2,0,passed,1032
Ensure that leaves with not full days are rendered properly | Open calendar page,0.0,0.0,0,0,passed,1032
Ensure that leaves with not full days are rendered properly | Request just morning,2920.4599949089934,0.0,6,20,passed,1032
Ensure that leaves with not full days are rendered properly | Request just multi days leave starting next afternoon,3952.8649542151757,0.0,8,20,passed,1032
Ensure that leaves with not full days are rendered properly | Request new partial leave: afternoon to morning,2920.4599949089934,0.0,6,20,passed,1032
Ensure that leaves with not full days are rendered properly | Request new partial leave: morning to afternoon,2920.4599949089934,0.0,6,20,passed,1032
Leave in the next year (2026) when no allowance in the current one | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Leave in the next year (2026) when no allowance in the current one | Submit leave request for of one week in next year,1045.0258090209331,0.0,2,20,passed,1032
Leave in the next year (2026) when no allowance in the current one | Update user to start at the very end of current year: 20 Dec,1091.3739047640822,648.0,1,10,passed,1032
Leave request cancelation |  Logout from user B account,1043.7671912525857,0.0,2,0,passed,1032
Leave request cancelation | Approve new leave request,987.3423924860109,0.0,1,0,passed,1032
Leave request cancelation | Cancel leave request,1034.282843326718,0.0,1,0,passed,1032
Leave request cancelation | Check precondition,0.0,0.0,0,0,failed,1032
"Leave request cancelation | Check that allowance section of user details page shows ""15 out of 20""",0.0,0.0,0,0,passed,1032
Leave request cancelation | Create second user B,646.4093130517226,452.0,1,82,passed,1032
"Leave request cancelation | Ensure ""remaining"" 15",0.0,0.0,0,0,passed,1032
"Leave request cancelation | Ensure ""used"" shows 5",0.0,0.0,0,0,passed,1032
Leave request cancelation | Ensure its details shows nothing from allowance was used,0.0,0.0,0,0,passed,1032
Leave request cancelation | Ensure newly created request is on Requests page,0.0,0.0,0,0,passed,1032
Leave request cancelation | Ensure that My requests page does not contain any entries,0.0,0.0,0,0,passed,1032
Leave request cancelation | Ensure that new request is in Pending status,0.0,0.0,0,0,passed,1032
Leave request cancelation | Ensure that new request is single one,0.0,0.0,0,0,passed,1032
Leave request cancelation | Ensure that there is no pending leave requests,0.0,0.0,0,0,passed,1032
Leave request cancelation | Ensure that there were two emails regarding cancelation,0.0,0.0,0,0,passed,1032
Leave request cancelation | Initiate revoke procedure (but not finish),1024.490605130179,0.0,1,0,passed,1032
Leave request cancelation | Login as user B,1518.063680283221,0.0,2,28,passed,1032
Leave request cancelation | Login back as admin user A,1518.063680283221,0.0,2,28,passed,1032
Leave request cancelation | Logout from user A (admin),1043.7671912525857,0.0,2,0,passed,1032
Leave request cancelation | Obtain information about admin user A,0.0,0.0,0,0,passed,1032
Leave request cancelation | Obtain information about user B,0.0,0.0,0,0,passed,1032
Leave request cancelation | Open Book leave popup window,603.7549171642414,0.0,1,0,passed,1032
Leave request cancelation | Open email audit page,0.0,0.0,0,0,passed,1032
Leave request cancelation | Open employees list page,0.0,0.0,0,0,passed,1032
Leave request cancelation | Open requests page,0.0,0.0,0,0,passed,1032
Leave request cancelation | Open user A details page (abcenses section),0.0,0.0,0,0,passed,1032
Leave request cancelation | Open user B absences section,0.0,0.0,0,0,passed,1032
Leave request cancelation | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Leave request cancelation | Submit leave request for the same date as the first,825.3629504648243,0.0,1,20,passed,1032
Leave request cancelation | Submit new leave request for user A one weekday,825.3629504648243,0.0,1,20,passed,1032
Leave request cancelation | Submit new leave request from user B for one weekday,825.3629504648243,0.0,1,20,passed,1032
Leave request cancelation | Update admin details to have start date at very beginig of this year,1091.3739047640822,648.0,1,10,passed,1032
"Leave request is spread through more then one day | both ends are full, stick to the end",0.0,0.0,0,0,passed,1032
"Leave request is spread through more then one day | both ends are full, stick to the start",0.0,0.0,0,0,passed,1032
Leave request is spread through more then one day | ends with part stick to the part start - should fit,0.0,0.0,0,0,passed,1032
"Leave request is spread through more then one day | ends with part, stick to the part start - with clashes",0.0,0.0,0,0,passed,1032
Leave request is spread through more then one day | leave object is instanciated,0.0,0.0,0,0,passed,1032
"Leave request is spread through more then one day | start with with part, stick to the full end",0.0,0.0,0,0,passed,1032
Leave request reflects shanges in company schedule | ... and ensure newly created request deducts 5 days from allowance,0.0,0.0,0,0,passed,1032
Leave request reflects shanges in company schedule | ... and ensure newly created request deducts 6 days from allowance,0.0,0.0,0,0,passed,1032
Leave request reflects shanges in company schedule | Ensure user starts at the very beginning of current year,1091.3739047640822,648.0,1,10,passed,1032
Leave request reflects shanges in company schedule | Make Saturday to be working day,1052.8550570986783,114.0,2,0,passed,1032
Leave request reflects shanges in company schedule | Obtain information about newly added user,0.0,0.0,0,0,passed,1032
Leave request reflects shanges in company schedule | Open Book leave popup window,603.7549171642414,0.0,1,0,passed,1032
Leave request reflects shanges in company schedule | Open company details page,0.0,0.0,0,0,passed,1032
Leave request reflects shanges in company schedule | Open requests page,0.0,0.0,0,0,passed,1032
Leave request reflects shanges in company schedule | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Leave request reflects shanges in company schedule | Submit new leave requesti for 7 calendar days,825.3629504648243,0.0,1,20,passed,1032
Leave request with single user | Check that all days are marked as pended,0.0,0.0,0,0,passed,1032
Leave request with single user | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Leave request with single user | Create new leave request,1678.746803136059,0.0,3,20,passed,1032
Leave request with single user | Ensure user starts at the very beginning of current year,1091.3739047640822,648.0,1,10,passed,1032
Leave request with single user | Open calendar page,0.0,0.0,0,0,passed,1032
Leave request with single user | Open page to create new leave,603.7549171642414,0.0,1,0,passed,1032
Leave type limits for next year: 2026 | Add a request that fits under the limit,970.7150860061663,0.0,2,20,passed,1032
Leave type limits for next year: 2026 | And try to request one more day of the type already 100% taken,970.7150860061663,0.0,2,20,passed,1032
Leave type limits for next year: 2026 | Approve newly added leave request,987.3423924860109,0.0,1,0,passed,1032
Leave type limits for next year: 2026 | Check that it is possible to update Limits,669.3056103156465,899.0,1,1,passed,1032
Leave type limits for next year: 2026 | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Leave type limits for next year: 2026 | Create new non-admin user,646.4093130517226,452.0,1,82,passed,1032
Leave type limits for next year: 2026 | Login as Admin,1518.063680283221,0.0,2,28,passed,1032
Leave type limits for next year: 2026 | Login as non-admin user,1518.063680283221,0.0,2,28,passed,1032
Leave type limits for next year: 2026 | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Leave type limits for next year: 2026 | Logout from regular user session,1043.7671912525857,0.0,2,0,passed,1032
Leave type limits for next year: 2026 | Open calendar page,0.0,0.0,0,0,passed,1032
Leave type limits for next year: 2026 | Open page with leave types,0.0,0.0,0,0,passed,1032
Leave type limits for next year: 2026 | Open requests page,0.0,0.0,0,0,passed,1032
Leave type limits in actoion | Add a request that fits under the limit,970.7150860061663,0.0,2,20,passed,1032
Leave type limits in actoion | And make sure that it is calendar indeed,0.0,0.0,0,0,passed,1032
Leave type limits in actoion | Check that it is possible to update Limits,669.3056103156465,899.0,1,1,passed,1032
Leave type limits in actoion | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Leave type limits in actoion | Create new non-admin user,646.4093130517226,452.0,1,82,passed,1032
Leave type limits in actoion | Login as non-admin user,1518.063680283221,0.0,2,28,passed,1032
Leave type limits in actoion | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Leave type limits in actoion | Open calendar page,0.0,0.0,0,0,passed,1032
Leave type limits in actoion | Open page with leave types,0.0,0.0,0,0,passed,1032
Leave type limits in actoion | Try to request new leave that exceed the limit,970.7150860061663,0.0,2,20,passed,1032
Menu bar reflect permissions of logged in user | Check that admin links are not shown,0.0,0.0,0,0,passed,1032
Menu bar reflect permissions of logged in user | Check that all necessary menus are shown,0.0,0.0,0,0,passed,1032
Menu bar reflect permissions of logged in user | Check that limited links are there,0.0,0.0,0,0,passed,1032
Menu bar reflect permissions of logged in user | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Menu bar reflect permissions of logged in user | Create non-admin user,646.4093130517226,452.0,1,82,passed,1032
Menu bar reflect permissions of logged in user | Login as ordinary user,1518.063680283221,0.0,2,28,passed,1032
Menu bar reflect permissions of logged in user | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,1032
No negative allowanca is carried overs | Add and approve week long leave in last year,1045.0258090209331,0.0,2,20,passed,1032
No negative allowanca is carried overs | Adjust user's deparment's allpwance to be 1 day,2739.3281047885093,289.0,4,0,passed,1032
No negative allowanca is carried overs | Amend its user to started at the very begining of last year,1091.3739047640822,648.0,1,10,passed,1032
No negative allowanca is carried overs | Calculate carry over,1013.6133385073423,368.0,1,0,passed,1032
"No negative allowanca is carried overs | Ensure that company has Carry Over set to be ""None""",0.0,0.0,0,0,passed,1032
No negative allowanca is carried overs | Ensure that newly created user's carried over still remains 0,0.0,0.0,0,0,passed,1032
No negative allowanca is carried overs | Ensure that nominal allowance was reduced to 1,0.0,0.0,0,0,passed,1032
No negative allowanca is carried overs | Obtain information about admin user,0.0,0.0,0,0,passed,1032
No negative allowanca is carried overs | Register new company,2495.2942593076914,108.0,4,93,passed,1032
No negative allowanca is carried overs | Update user to have her leaves be auto apporved,1302.1604836044287,648.0,2,0,passed,1032
Overlapping bookings | And make sure that it is calendar indeed,0.0,0.0,0,0,passed,1032
Overlapping bookings | Check that all days are marked as pended,0.0,0.0,0,0,passed,1032
Overlapping bookings | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Overlapping bookings | Create new non-admin user,646.4093130517226,452.0,1,82,passed,1032
Overlapping bookings | Login as non-admin user,1518.063680283221,0.0,2,28,passed,1032
Overlapping bookings | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,1032
Overlapping bookings | Open calendar page,0.0,0.0,0,0,passed,1032
Overlapping bookings | Request new leave,970.7150860061663,0.0,2,20,passed,1032
Overlapping bookings | Try to request overlapping leave request,970.7150860061663,0.0,2,20,passed,1032
Overlapping leaverequest (with halfs) | And create correct one,2087.53972838597,0.0,4,20,passed,1032
Overlapping leaverequest (with halfs) | And make sure that it is calendar indeed,0.0,0.0,0,0,passed,1032
Overlapping leaverequest (with halfs) | Check that all days are marked as pended,0.0,0.0,0,0,passed,1032
Overlapping leaverequest (with halfs) | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Overlapping leaverequest (with halfs) | Create new non-admin user,646.4093130517226,452.0,1,82,passed,1032
Overlapping leaverequest (with halfs) | Login as non-admin user,1518.063680283221,0.0,2,28,passed,1032
Overlapping leaverequest (with halfs) | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,1032
Overlapping leaverequest (with halfs) | Open calendar page,0.0,0.0,0,0,passed,1032
Overlapping leaverequest (with halfs) | Request new leave,1976.7948000437805,0.0,4,20,passed,1032
Overlapping leaverequest (with halfs) | Try to create new leave request that colides with existing by halfs,2087.53972838597,0.0,4,20,passed,1032
Overlapping leaverequest (with halfs) | Try to create new request that overlaps with existing one: new request's half end colides with full part of existing one,1976.7948000437805,0.0,4,20,passed,1032
Overlapping leaverequest (with halfs) | Try to request overlapping leave request (new request overlaps with half by the full end),970.7150860061663,0.0,2,20,passed,1032
Populate company wide schedule before using user specific one | And make sure that it was indeed marked so,0.0,0.0,0,0,passed,1032
Populate company wide schedule before using user specific one | Create second user B,646.4093130517226,452.0,1,82,passed,1032
"Populate company wide schedule before using user specific one | Ensure team view shows user A has Mon, Tue, Wed as working days",0.0,0.0,0,0,passed,1032
"Populate company wide schedule before using user specific one | Ensure team view shows user A has Thu, Fri, Sat, Sun as non-working days",0.0,0.0,0,0,passed,1032
"Populate company wide schedule before using user specific one | Ensure team view shows user B has Fri, Sat, Sun as non-working days",0.0,0.0,0,0,passed,1032
"Populate company wide schedule before using user specific one | Ensure team view shows user B has Mon, Tue, Wed, Thu as working days",0.0,0.0,0,0,passed,1032
Populate company wide schedule before using user specific one | Ensure that User B details shows new schedule,0.0,0.0,0,0,passed,1032
Populate company wide schedule before using user specific one | Make Thu and Fri to be non-working day,1047.818069620001,114.0,3,0,passed,1032
Populate company wide schedule before using user specific one | Obtain information about user A,0.0,0.0,0,0,passed,1032
Populate company wide schedule before using user specific one | Obtain information about user B,0.0,0.0,0,0,passed,1032
Populate company wide schedule before using user specific one | Open Team view page,0.0,0.0,0,0,passed,1032
Populate company wide schedule before using user specific one | Open company details page,0.0,0.0,0,0,passed,1032
Populate company wide schedule before using user specific one | Open user B schedule,0.0,0.0,0,0,passed,1032
Populate company wide schedule before using user specific one | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Populate company wide schedule before using user specific one | Update user B to have Fri to be non-working day (by toggling off Thu),956.9206351247478,0.0,2,0,passed,1032
Register new user | Go back to Calendar page and ensure that available and total days are same and are 12,0.0,0.0,0,0,passed,1032
Register new user | Go back to Calendar page and ensure that available and total days are same and are 20,0.0,0.0,0,0,passed,1032
Register new user | Navigate to current uer details,506.32005688102066,0.0,1,0,passed,1032
Register new user | Performing registration process,2495.2942593076914,108.0,4,93,passed,1032
