test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
Admin tries to add user with email used for other one | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Basic audit for user changes | Navigate to current user details and update its Name and Surname,1091.3739047640822,648.0,1,28,passed,1032
Basic audit for user changes | Remove second account,940.1324374788906,0.0,1,0,passed,1032
Basic leave request | And make sure that it is calendar indeed,0.0,0.0,0,0,passed,1032
Basic leave request | Approve newly added leave request,987.3423924860109,0.0,1,0,passed,1032
Basic leave request | Check that all days are marked as pended,0.0,0.0,0,0,passed,1032
Basic leave request | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Basic leave request | Create new non-admin user,646.4093130517226,452.0,1,82,passed,1032
Basic leave request | Following code is to ensure that non admin user can request leave only for herself,0.0,0.0,0,0,passed,1032
Basic leave request | Login as admin user,1518.063680283221,0.0,2,28,passed,1032
Basic leave request | Login as non-admin user,1518.063680283221,0.0,2,28,passed,1032
Basic leave request | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Basic leave request | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,1032
Basic leave request | Logout from non-admin acount,1043.7671912525857,0.0,2,0,passed,1032
Basic leave request | Make sure newly created request is shown for approval,0.0,0.0,0,0,passed,1032
Basic leave request | Make sure that requests have approver been populated,0.0,0.0,0,0,passed,1032
Basic leave request | Open Book leave popup window,503.1073444107132,0.0,1,0,passed,1032
Basic leave request | Open calendar page,0.0,0.0,0,0,passed,1032
Basic leave request | Open calendar page (in full year mode),0.0,0.0,0,0,passed,1032
Basic leave request | Open calendar page (short version),0.0,0.0,0,0,passed,1032
Basic leave request | Open requests page,0.0,0.0,0,0,passed,1032
Basic leave request | Submit new leave request,1678.746803136059,0.0,3,20,passed,1032
Basic user specific schedule | ... and ensure irequest from user B deducts 4 days from allowance,0.0,0.0,0,0,passed,1032
Basic user specific schedule | ... and ensure newly created request deducts 5 days from allowance,0.0,0.0,0,0,passed,1032
"Basic user specific schedule | ... ensure its calendar page shows WED,Sat, and Sun as non-working days",0.0,0.0,0,0,passed,1032
Basic user specific schedule | ... ensure that only Sat and Sun are non-working days,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Create second user B,646.4093130517226,452.0,1,82,passed,1032
"Basic user specific schedule | Ensure Company wide schedule is still default: Sat, Sun are non-working",0.0,0.0,0,0,passed,1032
Basic user specific schedule | Ensure it has default configuration,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Ensure that User B details shows new schedule,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Ensure that user A started at the begining of current year,1091.3739047640822,648.0,1,10,passed,1032
Basic user specific schedule | Login as user A (admin),1518.063680283221,0.0,2,28,passed,1032
Basic user specific schedule | Login as user B,1518.063680283221,0.0,2,28,passed,1032
Basic user specific schedule | Logout from user A (admin),1043.7671912525857,0.0,2,0,passed,1032
Basic user specific schedule | Logout from user B,1043.7671912525857,0.0,2,0,passed,1032
"Basic user specific schedule | Make sure team view shows user B also has Sat, Sun as non-working days",0.0,0.0,0,0,passed,1032
"Basic user specific schedule | Make sure team view shows user B has Wed, Sat, Sun as non-working days",0.0,0.0,0,0,passed,1032
Basic user specific schedule | Make sure that team view shows user A has Sat and Sun as non-working days,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Obtain information about user A,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Obtain information about user B,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Open Book leave popup window,603.7549171642414,0.0,1,0,passed,1032
Basic user specific schedule | Open Calendar page,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Open Team view page,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Open company details page,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Open requests page,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Open user B schedule,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Open user B schedule and ensure wording indicates company wide one is used,0.0,0.0,0,0,passed,1032
Basic user specific schedule | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Basic user specific schedule | Revoke user specific schedule and replace it with company wide one,693.1846795768066,0.0,1,0,passed,1032
Basic user specific schedule | Submit new leave requesti from user A for 7 calendar days,873.212459828649,0.0,1,20,passed,1032
Basic user specific schedule | Update user B to have Wed to be non-working day,967.6825912738325,0.0,2,0,passed,1032
Book the very last day of year to be a holiday | Ensure user starts at the very beginning of current year,1091.3739047640822,648.0,1,10,passed,1032
Book the very last day of year to be a holiday | Open calendar page and ensure that the very last day of the year is marked as pending,0.0,0.0,0,0,passed,1032
Book the very last day of year to be a holiday | Place new holiday to be the very last day of the year,1045.0258090209331,0.0,2,20,passed,1032
Book the very last day of year to be a holiday | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Bulk import of users | Create new company,2495.2942593076914,108.0,4,93,passed,1032
Bulk import of users | Create test .CSV file for the test,0.0,0.0,0,0,passed,1032
Bulk import of users | Ensure that imported users are in the system,0.0,0.0,0,0,failed,1032
Bulk import of users | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Bulk import of users | Navigate to bulk upload page,0.0,0.0,0,0,passed,1032
"Bulk import of users | Now try to login as newly added employee using ""undefined"" as password..",1518.063680283221,0.0,2,42,passed,1032
Bulk import of users | Upload user import file,590.9602355488904,0.0,1,0,failed,1032
CRUD for bank holidays | Add new bank holiday to be in the beginning of the list,1103.7909566187084,0.0,2,20,passed,1032
CRUD for bank holidays | Add new bank holiday to be in the end of the list,1267.9611358135105,0.0,2,14,failed,1032
CRUD for bank holidays | Check if there are default bank holidays,0.0,0.0,0,0,passed,1032
"CRUD for bank holidays | Check that after some crappy input was provided into the date, it falls back to the current date",0.0,0.0,0,0,passed,1032
CRUD for bank holidays | Check that the order of all three holidays is based on dates rather than names,0.0,0.0,0,0,passed,1032
CRUD for bank holidays | Go back to 2015,0.0,0.0,0,0,passed,1032
CRUD for bank holidays | Go back to current year page of bank holidays,0.0,0.0,0,0,passed,1032
CRUD for bank holidays | Open page with bank holidays,0.0,0.0,0,0,passed,1032
CRUD for bank holidays | Performing registration process,2495.2942593076914,108.0,4,93,passed,1032
CRUD for bank holidays | Remove Spring bank holiday,1064.4270759427345,0.0,1,0,passed,1032
CRUD for bank holidays | Rename Christmas to have proper name,1093.0370533518067,0.0,1,9,passed,1032
CRUD for bank holidays | Try to submit form with incorrect date,1007.2919139951437,0.0,1,4,passed,1032
CRUD for bank holidays | Update Early spring holiday to be 4th of May,1007.2919139951437,0.0,1,10,passed,1032
CRUD for department secondary supervisers | ... and ensure that user A is its manager,0.0,0.0,0,0,passed,1032
CRUD for department secondary supervisers | ... save edit page URL,0.0,0.0,0,0,passed,1032
"CRUD for department secondary supervisers | Click on ""Remove"" button next to user C and observe that it disappeares from ""secondary supervisors"" section after page is reloaded",937.0645655449789,0.0,1,0,passed,1032
CRUD for department secondary supervisers | Create second user B,646.4093130517226,452.0,1,82,passed,1032
CRUD for department secondary supervisers | Create second user C,646.4093130517226,452.0,1,82,passed,1032
"CRUD for department secondary supervisers | Ensure that ""secondary supervisors"" section is empty",0.0,0.0,0,0,passed,1032
CRUD for department secondary supervisers | Go to any department details page,0.0,0.0,0,0,passed,1032
CRUD for department secondary supervisers | Go to departments details page,302.61031046545656,0.0,1,0,passed,1032
"CRUD for department secondary supervisers | Invoke ""Add secondary supervisers"" pop-up window",844.0379138403678,0.0,1,0,passed,1032
"CRUD for department secondary supervisers | Observe that ""secondary spervisors"" section now contains only user C",0.0,0.0,0,0,passed,1032
CRUD for department secondary supervisers | Observe that user B appeares on the list of secondary supervisers,0.0,0.0,0,0,passed,1032
CRUD for department secondary supervisers | Obtain information about user A,0.0,0.0,0,0,passed,1032
CRUD for department secondary supervisers | Obtain information about user B,0.0,0.0,0,0,passed,1032
CRUD for department secondary supervisers | Obtain information about user C,0.0,0.0,0,0,passed,1032
"CRUD for department secondary supervisers | Open ""add supervisors"" pop up again and ensure that user B has tick next to it and user C does not have it",913.5097153287425,0.0,1,0,passed,1032
CRUD for department secondary supervisers | Register new account,2495.2942593076914,108.0,4,93,passed,1032
CRUD for department secondary supervisers | Tick user C and un-tick user B and save changes,691.6807880228255,0.0,3,0,passed,1032
"CRUD for department secondary supervisers | click ""add supervisers"" button and ensure that popup witndow has only user B and C in the list",844.0379138403678,0.0,1,0,passed,1032
CRUD for department secondary supervisers | tick user B and save changes,663.98626161016,0.0,2,0,passed,1032
CRUD for leave types | Add AAA and ZZZ leave types,2858.4657678837834,1710.0,6,6,passed,1032
CRUD for leave types | Add new leave type,1640.304125182641,894.0,3,5,passed,1032
CRUD for leave types | And make sure only two old leave types are left,0.0,0.0,0,0,passed,1032
"CRUD for leave types | And rename newly added leave type to start with ""M""",714.5362132180566,970.0,1,2,passed,1032
CRUD for leave types | Change Sick leave type to be non-default colour,887.3689108531759,733.0,3,0,passed,1032
CRUD for leave types | Check if there are default leave types,0.0,0.0,0,0,passed,1032
CRUD for leave types | Check that it is possible to update Limits,669.3056103156465,970.0,1,2,passed,1032
"CRUD for leave types | Check that new leave type was added at the beginning of the list as it starts with ""A""",0.0,0.0,0,0,passed,1032
"CRUD for leave types | Check that updating ""use allowance flag"" works",864.3747950213987,823.0,2,0,passed,1032
"CRUD for leave types | Double check that ""use allowance"" tick boxes were updated correctly",0.0,0.0,0,0,passed,1032
CRUD for leave types | Ensure AAA is a first and ZZZ is a last in a list on book holiday modal,0.0,0.0,0,0,passed,1032
CRUD for leave types | Ensure AAA is first and ZZZ is last in the list (general settings page),0.0,0.0,0,0,passed,1032
CRUD for leave types | Ensure ZZZ is a first and AAA is a second in a list on book holiday modal,0.0,0.0,0,0,passed,1032
CRUD for leave types | Ensure that color class for Sick days was updated to be non-default,0.0,0.0,0,0,passed,1032
CRUD for leave types | Make sure default colours are set for leave types,0.0,0.0,0,0,passed,1032
CRUD for leave types | Make sure that Limit cannot be negative,669.3056103156465,970.0,1,2,passed,1032
"CRUD for leave types | Make sure that both leave types have ""use allowance"" tick boxes set",0.0,0.0,0,0,passed,1032
CRUD for leave types | Make sure that updated new leave type was moved into second position,0.0,0.0,0,0,passed,1032
CRUD for leave types | Mark ZZZ as one to be default one,1044.2394341243175,951.0,2,0,passed,1032
CRUD for leave types | Open page with leave types,0.0,0.0,0,0,passed,1032
CRUD for leave types | Performing registration process,2495.2942593076914,108.0,4,93,passed,1032
CRUD for leave types | Remove empty newly added leave type,801.5890468313548,740.0,1,0,passed,1032
CRUD for users | ... and try to remove account,940.1324374788906,0.0,1,0,passed,1032
CRUD for users | ... and update the very first user is an supervisor,4039.926272440611,289.0,6,5,passed,1032
CRUD for users | And remove account,940.1324374788906,0.0,1,0,passed,1032
CRUD for users | And update its boss to be MANAGER,4043.711484014111,289.0,6,5,passed,1032
CRUD for users | Check that system does not have ex-MANAGER,0.0,0.0,0,0,passed,1032
CRUD for users | Check that system has 3 users (one currently logged in and 2 added),0.0,0.0,0,0,passed,1032
CRUD for users | Check that system has 4 users (one currently logged in and 3 added),0.0,0.0,0,0,passed,1032
CRUD for users | Check that system has only one - currently logged in user,0.0,0.0,0,0,passed,1032
CRUD for users | Check that system still has 2 users (one currently logged in and ADMIN),0.0,0.0,0,0,passed,1032
CRUD for users | Check that system still has 3 users (one currently logged in and 2 added),0.0,0.0,0,0,passed,1032
CRUD for users | Create ADMIN-to-be user,646.4093130517226,452.0,1,82,passed,1032
CRUD for users | Create EMPLOYEE-to-be user,646.4093130517226,452.0,1,82,passed,1032
CRUD for users | Create MANAGER-to-be user,646.4093130517226,452.0,1,82,passed,1032
CRUD for users | Create new company,2495.2942593076914,108.0,4,93,passed,1032
CRUD for users | Ensure Adjustment works: check that system prevents from using non-halfs for adjustments,997.2371834222789,458.0,1,3,passed,1032
"CRUD for users | Get the Admin, Manager and Employee IDs",0.0,0.0,0,0,passed,1032
"CRUD for users | If the adjustment is with half and is negative, it is OK",997.2371834222789,529.0,1,4,passed,1032
"CRUD for users | If the adjustment is with half, it is OK",997.2371834222789,600.0,1,3,passed,1032
CRUD for users | Make sure that ADMIN has admin privilegues,1302.1604836044287,648.0,2,0,passed,1032
CRUD for users | Open 'users' page,0.0,0.0,0,0,passed,1032
CRUD for users | Open ADMIN user details page,0.0,0.0,0,0,passed,1032
CRUD for users | Open ADMIN user details page (absences),0.0,0.0,0,0,passed,1032
CRUD for users | Open ADMIN user details page (general),0.0,0.0,0,0,passed,1032
CRUD for users | Open EMPLOYEE user details page,0.0,0.0,0,0,passed,1032
CRUD for users | Open MANAGER user details page,0.0,0.0,0,0,passed,1032
CRUD for users | Open department management page,0.0,0.0,0,0,passed,1032
CRUD for users | Open departments,0.0,0.0,0,0,passed,1032
CRUD for users | Open ex-MANAGER user details page,0.0,0.0,0,0,passed,1032
CRUD for users | Remove account,940.1324374788906,0.0,1,0,passed,1032
CRUD for users | Revoke admin rights,1302.1604836044287,648.0,2,0,passed,1032
CRUD for users | Try to remove account,940.1324374788906,0.0,1,0,passed,1032
Carry over issue for users started in current year | Ensure that newly created user's carried over still remains 0,0.0,0.0,0,0,passed,1032
Carry over issue for users started in current year | Ensure user does not have anything carried over from previous year,0.0,0.0,0,0,passed,1032
Carry over issue for users started in current year | Obtain information about admin user,0.0,0.0,0,0,passed,1032
Carry over issue for users started in current year | Open user details page (abcenses section),0.0,0.0,0,0,passed,1032
Carry over issue for users started in current year | Recalculate carried over allowance for the company,1013.6133385073423,439.0,1,0,passed,1032
Carry over issue for users started in current year | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Carry over issue for users started in current year | Update admin details to have start date at very beginig of this year,1091.3739047640822,648.0,1,10,passed,1032
Carry over issue for users started in current year | Update copany configuration to carry over all unused allowance from previous year,1883.189052364664,281.0,3,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | 1.5 days deducted for July 2016,0.0,0.0,0,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | 2 days deducted for Sept 2016,0.0,0.0,0,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Approve newly added leave request,1058.3423924860108,0.0,4,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | As user B create a holiday request from 12 Aug to 15 Aug 2016 (b),825.3629504648243,0.0,1,20,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | As user B create a holiday request from 26 Aug to 2 Sep 2016,825.3629504648243,0.0,1,20,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | As user B create a holiday request from 28 July to morning of 4 Aug 2016 (a),1678.746803136059,0.0,3,20,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | As user B create a sick day request from 18 to 18 Aug 2016,1857.7679097710065,0.0,3,20,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | As user B cretae a holiday request from 24 Aug to 24 Aug 2016 (but not approved),825.3629504648243,0.0,1,20,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Create new bank holiday to be on 2 Aug 2016,1279.5560215426858,0.0,2,29,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Create second user B,646.4093130517226,452.0,1,82,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Login as user A (admin),1518.063680283221,0.0,2,28,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Login as user B,1518.063680283221,0.0,2,28,failed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Logout from user A (admin),1043.7671912525857,0.0,2,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Logout from user B,1043.7671912525857,0.0,2,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Navigate to team view and ensure that it shows 9 days were deducted for Aug 2016,0.0,0.0,0,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Obtain information about user A,0.0,0.0,0,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Obtain information about user B,0.0,0.0,0,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Open Book leave popup window,503.1073444107132,0.0,1,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Open page with bank holidays,0.0,0.0,0,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Open requests page,0.0,0.0,0,0,passed,1032
Case when holidays spans through more then one month and is devided by bank holiday | Register new company as admin user A,2495.2942593076914,108.0,4,93,passed,1032
Case when leave request is within one day | Is full day and attempt to stick it to the full day part,0.0,0.0,0,0,passed,1032
Case when leave request is within one day | Is full day and attempt to stick it to the half day part,0.0,0.0,0,0,passed,1032
Case when leave request is within one day | Is half and attempt to stick to the full day part,0.0,0.0,0,0,passed,1032
Case when leave request is within one day | Is half and attempt to stick to the half day part so they fit,0.0,0.0,0,0,passed,1032
Case when leave request is within one day | Is half and attempt to stick to the half day part with clashes,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | ... and ensure Monday is still working day,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | ... and ensure Wednesday is marked as non-working day,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | ... and ensure that Monday is still working day,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | ... and make sure Wednsday is marked as non-working day,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | And make sure that it was indeed marked so,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | Ensure company has default schedule,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | Make Wednesday to be non-working day,1046.9269094661033,114.0,2,0,passed,1032
Changing default company wide schedule | Open Calendar page,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | Open Team view page,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | Open company details page,0.0,0.0,0,0,passed,1032
Changing default company wide schedule | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Check Email | Knows how to render and parse template,0.0,0.0,0,0,passed,1032
Check Time zones | Create a company,2495.2942593076914,108.0,4,93,passed,1032
"Check Time zones | Ensure its ""created at"" value on My requests page is today_tonga",0.0,0.0,0,0,passed,1032
"Check Time zones | Ensure its ""created at"" value on My requests page is today_usa",0.0,0.0,0,0,passed,1032
Check Time zones | Ensure that today_usa is one day behind the today_tonga,0.0,0.0,0,0,passed,1032
Check Time zones | Ensure user starts at the very beginning of current year,1091.3739047640822,648.0,1,10,passed,1032
Check Time zones | Get the current date from Calendar page and ensure it is the same as today_tonga,0.0,0.0,0,0,passed,1032
Check Time zones | Get the current date from Calendar page and ensure it is the same as today_usa,0.0,0.0,0,0,passed,1032
Check Time zones | Get the current date from Team view page and ensure it is the same as today_tonga,0.0,0.0,0,0,passed,1032
Check Time zones | Get the current date from Team view page and ensure it is the same as today_usa,0.0,0.0,0,0,passed,1032
Check Time zones | Get the date from Book leave modal and put it into today_tonga variable,603.7549171642414,0.0,1,0,passed,1032
Check Time zones | Get the date from Book leave modal and put it into today_usa,603.7549171642414,0.0,1,0,passed,1032
Check Time zones | Open Book leave popup window,610.7348033312004,0.0,1,0,passed,1032
Check Time zones | Open page for editing company details,0.0,0.0,0,0,passed,1032
Check Time zones | Reject newly added leave,905.284485672874,0.0,1,0,passed,1032
Check Time zones | Submit new leave request,831.8701821798879,0.0,1,0,passed,1032
Check Time zones | Update Time zone to be Pacific/Midway,1790.0101997583643,281.0,3,0,passed,1032
Check Time zones | Update Time zone to be somethng in Tonga,1790.0101997583643,281.0,3,0,passed,1032
Check basic scenario for Team view page | ... open new department popup and submit form,2676.0449621945195,0.0,4,2,passed,1032
Check basic scenario for Team view page | Check that company is been updated if valid values are submitted,806.8591382946796,281.0,2,0,passed,1032
"Check basic scenario for Team view page | Create new department: ""IT""",0.0,0.0,0,0,passed,1032
Check basic scenario for Team view page | Create new user B,1410.872523415701,452.0,3,82,passed,1032
Check basic scenario for Team view page | Create user C,1410.872523415701,452.0,3,82,passed,1032
Check basic scenario for Team view page | Login as user A,1518.063680283221,0.0,2,28,passed,1032
Check basic scenario for Team view page | Login as user B,1518.063680283221,0.0,2,28,passed,1032
Check basic scenario for Team view page | Login as user C,1518.063680283221,0.0,2,28,passed,1032
Check basic scenario for Team view page | Login back as user A,1518.063680283221,0.0,2,28,passed,1032
Check basic scenario for Team view page | Logout from A account,1043.7671912525857,0.0,2,0,passed,1032
Check basic scenario for Team view page | Logout from B account,1043.7671912525857,0.0,2,0,passed,1032
Check basic scenario for Team view page | Logout from admin account,1043.7671912525857,0.0,2,0,passed,1032
Check basic scenario for Team view page | Logout from user A account,1043.7671912525857,0.0,2,0,passed,1032
Check basic scenario for Team view page | Logout from user C account,1043.7671912525857,0.0,2,0,passed,1032
Check basic scenario for Team view page | Make sure that both users are shown on Team view page,0.0,0.0,0,0,passed,1032
Check basic scenario for Team view page | Make sure user C is superviser of IT department,2512.793648161845,289.0,4,0,passed,1032
Check basic scenario for Team view page | Open page for editing company details,0.0,0.0,0,0,passed,1032
Check basic scenario for Team view page | Performing registration process,2495.2942593076914,108.0,4,93,passed,1032
Check basic scenario for Team view page | Update IT department to be supervised by user B,2512.793648161845,289.0,4,0,passed,1032
Check basic scenario for Team view page | and make sure that all users are shown on Team view page,0.0,0.0,0,0,passed,1032
"Check basic scenario for Team view page | and make sure that all users are shown:  A, B, and C",0.0,0.0,0,0,passed,1032
Check basic scenario for Team view page | and make sure that only one user C is here,0.0,0.0,0,0,passed,1032
Check basic scenario for Team view page | and make sure that only user A and B are presented,0.0,0.0,0,0,passed,1032
Check bug when type mismatch happenned | String value of 2 properly used,0.0,0.0,0,0,passed,1032
Check calendar month object | It knows whether day is bank holiday,0.0,0.0,0,0,passed,1032
Check calendar month object | Knows how many blanks to put after the last day of the month,0.0,0.0,0,0,passed,1032
Check calendar month object | Knows how many blanks to put before first day of the month,0.0,0.0,0,0,passed,1032
Check calendar month object | Knows how to generate data structure for template,0.0,0.0,0,0,passed,1032
Check calendar month object | Knows on which week day month starts,0.0,0.0,0,0,passed,1032
Check calendar month object | Knows whether day is weekend,0.0,0.0,0,0,passed,1032
Check calendar month object | Normalize provided date to be at the begining of the month,0.0,0.0,0,0,passed,1032
Check calendar month object | Sanity checks pass,0.0,0.0,0,0,passed,1032
"Check departments list page | Add new ""AAA"" department",2676.0449621945195,0.0,4,3,passed,1032
"Check departments list page | Add new ""ZZZ"" department",2688.648636714791,0.0,4,3,passed,1032
Check departments list page | Ensure department has a link to its Manager edit page,0.0,0.0,0,0,passed,1032
Check departments list page | Ensure list of departments has links for editing each individual one,0.0,0.0,0,0,passed,1032
Check departments list page | Ensure that departments respect alphabetical order,0.0,0.0,0,0,passed,1032
Check departments list page | Ensure that newly added department AAA is on top of the list,0.0,0.0,0,0,passed,1032
Check departments list page | Ensure that user is landed on department read only list page,0.0,0.0,0,0,passed,1032
Check departments list page | Open page with department list and ensure it has read-only list,0.0,0.0,0,0,passed,1032
Check departments list page | Register new account,2495.2942593076914,108.0,4,93,passed,1032
"Check filtering on ""users"" page | ... and make sure only user from IT department is shown",0.0,0.0,0,0,passed,1032
"Check filtering on ""users"" page | ... and make sure that both users are presenyed",0.0,0.0,0,0,passed,1032
"Check filtering on ""users"" page | ... and submit the form",2676.0449621945195,0.0,4,2,passed,1032
"Check filtering on ""users"" page | ... department and make sure that only one user from that department is shown",0.0,0.0,0,0,passed,1032
"Check filtering on ""users"" page | Click on ""All"" filter",331.86895003901765,0.0,1,0,passed,1032
"Check filtering on ""users"" page | Click on ""Sales""",405.43433500383264,0.0,1,0,passed,1032
"Check filtering on ""users"" page | Click on IT department",368.3164400349243,0.0,1,0,passed,1032
"Check filtering on ""users"" page | Create new department ""IT"": open page",0.0,0.0,0,0,passed,1032
"Check filtering on ""users"" page | Create new non-admin user",1410.872523415701,452.0,3,82,passed,1032
"Check filtering on ""users"" page | Make sure that both users are shown",0.0,0.0,0,0,passed,1032
"Check filtering on ""users"" page | Open 'users' page",0.0,0.0,0,0,passed,1032
"Check filtering on ""users"" page | Performing registration process",2495.2942593076914,108.0,4,93,passed,1032
Check get_objects_for_bulk_create | Check case when start and finish dates are the same,0.0,0.0,0,0,passed,1032
"Check get_objects_for_bulk_create | Start and end dates are the same, and half day",0.0,0.0,0,0,passed,1032
Check get_objects_for_bulk_create | Three days in a row with first half day,0.0,0.0,0,0,passed,1032
Check get_objects_for_bulk_create | Two days in a row,0.0,0.0,0,0,passed,1032
Check only requestor can see the Cancel button | Create second user B,646.4093130517226,452.0,1,82,passed,1032
Check only requestor can see the Cancel button | Ensure Cancel button is visible for user B,0.0,0.0,0,0,passed,1032
Check only requestor can see the Cancel button | Ensure new request is there but no Cancel button,0.0,0.0,0,0,passed,1032
Check only requestor can see the Cancel button | Login as admin user A,1518.063680283221,0.0,2,28,passed,1032
Check only requestor can see the Cancel button | Login as user B,1518.063680283221,0.0,2,28,passed,1032
Check only requestor can see the Cancel button | Logout from user A (admin),1043.7671912525857,0.0,2,0,passed,1032
Check only requestor can see the Cancel button | Obtain information about admin user A,0.0,0.0,0,0,passed,1032
Check only requestor can see the Cancel button | Obtain information about user B,0.0,0.0,0,0,passed,1032
Check only requestor can see the Cancel button | Open Book leave popup window,503.1073444107132,0.0,1,0,passed,1032
Check only requestor can see the Cancel button | Open requests page,0.0,0.0,0,0,passed,1032
Check only requestor can see the Cancel button | Open user B absences section,0.0,0.0,0,0,passed,1032
Check only requestor can see the Cancel button | Register new company,2495.2942593076914,108.0,4,93,passed,1032
Check only requestor can see the Cancel button | Submit new leave requesti from user B,825.3629504648243,0.0,1,20,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | ... and tick that box ON,806.8591382946796,281.0,2,0,passed,1032
Check that values for new columns are shown only for employess currently login user can supervise | Add new department and make its approver to be user B,3951.8145338648897,0.0,6,5,passed,1032
